Unix,Alabama,Arizona,Arkansas,AZ,B.C.,Bahama Islands,BajaCalifornia,Bermuda region,Ca,California,Canada,Canadaregion,Coahuila,Colorado,Connecticut,Florida,Georgia,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,La,Louisiana,Maine,Maryland,Mexico,Michigan,Minnesota,Mississippi,Missouri,Mn,Montana,Nebraska,Nevada,NewEngland,NewHampshire,NewJersey,NewMexico,NewYork,NM,NorthCarolina,NorthDakota,NorthPacificOcean,NV,Ohio,Oklahoma,OR,Oregon,Pasadena,Pennsylvania,Quebec,SD,Sinaloa,Son.,SouthCarolina,SouthDakota,Tennessee,Texas,Tn,Tx,USA,Utah,Va,Vermont,Virginia,Wa,Washington,WestVirginia,Wyoming,Grand Total
462844800,,,2,1,8,,,,79,31,,,,,,,,32,,,,,3,,,,,1,,,1,,,2,,4,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,8,,1,176
465436800,,,,2,21,,,,87,24,,,,,,,1,7,,,,,,,,,,1,,,,,,,,3,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,5,,9,164
468115200,,,,,24,,,,386,30,2,,,,,,,2,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,3,,1,,1,,,,,,,,,1,,,,,,,,,,6,,4,463
470707200,,,,,25,,,,110,29,1,,,,,,,2,,,,,,,,,,,,,,1,,1,,2,,,,1,,,,,,5,,,,1,,,,,,,,,,,,,,,,,,,9,,2,189
473385600,,1,,,26,,,,112,21,,,,,,,,5,,,,,,,,,,,,,,,,2,,4,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,20,,1,197
476064000,,,,,19,,,,94,17,,,,,,,,10,,1,,,,,,,,,,,,1,,1,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,6,,2,155
478483200,,,,1,17,,,,87,39,,,,1,,,,6,1,,,,,,,,,1,,,,,,2,,1,,,,,,,,,,2,,,,2,,,1,,,,,,,,,,,,,,,,14,,10,185
481161600,,1,,7,18,,,,63,43,,,,,,,,5,,,,,,,,1,,,,,,,,4,,1,,,,,,,,,,2,,,,3,,,,,,,,,,,,,,,,,,,9,,2,159
483753600,,,1,5,106,,,,93,30,,,,,,,,5,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,172,,,418
486432000,,,,7,31,,,,68,21,,,,,,,,3,,,,,,,,,,,,,,,,4,,,,,,2,,,,,,4,,,,1,,,,,,,1,,,,,,,2,,,,,83,1,3,231
489024000,,,,9,26,,,,68,30,1,,,,,,,9,,,,,,,,,,3,,,,2,,,,1,,,,,,,,,,4,,,,,,,,,,2,,,1,,,,,,,,,,8,,1,165
491702400,,1,2,5,19,,,,148,26,2,,,,,,,10,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,7,,,,1,,,,,,,,,,,,,,,,,,,3,,8,234
494380800,,,1,1,18,,,,64,24,,,,,,,,3,1,,,,,,,,,,,,,,,2,,2,,,,1,1,,,,,2,,1,,,,,,,,,,,,,,1,,,,,,,7,,6,135
496972800,,,1,6,11,,,,59,28,2,,,,,,,5,1,,,,,,,,,,,,,,,33,,1,1,,,,3,,,,,4,,,,,,,,,,,,,,,,,,,,,,,11,,11,177
499651200,,1,3,4,14,,,,83,30,1,,,,,,,2,,,,,,,,,,1,,,,1,,39,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,9,,21,211
502243200,,,2,12,16,,,,61,27,,,,1,,,,3,1,,,,,,,,,1,,,,,,23,,1,,,,1,,,,,,2,,1,,1,,,,,,,,,,,,,,,,,,,8,,17,178
504921600,,,1,11,18,,,,90,37,2,,,,,,,4,,2,,,,,,,,1,,,,1,,2,,,,1,,,,,,,,,1,,,,,,1,,,,,,3,2,,,,1,,,,,7,,6,191
507600000,,,1,6,44,,,,59,34,,,,,,,,5,3,,,,,,,,,2,,,,1,,4,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,2,,,,,5,,2,171
510019200,,,,7,16,,,,73,49,1,,,,,,,1,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,5,,,,,9,1,2,172
512697600,,1,,8,20,,,,62,48,,,,1,,,,6,,,,,,,,,,,,,,1,,4,,2,1,,,2,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,6,,1,168
515289600,1,,1,8,37,,,,86,42,1,,,1,,,,,1,,,,,,,,,6,,,,2,,2,,,,,,,,,,,,2,,,,,,1,,,,,,1,,,,,,2,,,,,15,,,209
517968000,,,,9,19,,,,64,25,3,,,,,,,1,,,,1,,,,,,4,,,,,,3,,3,,,,,,,,,,6,,,,,,,,,,,,,,,,,,2,,,,,7,,2,149
520560000,,1,,8,16,,,,1415,34,1,,,,,,,5,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,5,1,,,,,,,,,,,,2,,,,,,,,,,2,,1,1494
523238400,,,,4,13,,,,417,49,2,,,6,,,,1,1,,,,,,,,,,,,,,,2,,3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,6,,,508
525916800,,,1,,51,,,,198,41,,,,5,,,,21,,,,,,,,,,1,,,,,,,,,,,,,,,,,,6,,1,,,,,1,,,,1,,1,,,,,2,,,,,2,,,332
528508800,,,,2,16,,,,142,43,1,,,,,,,6,1,,,1,,,,,,1,,,,1,,4,,3,,2,,,,,,,,6,,,,,,,,,,,,,1,,,,,3,,,,,49,,,282
531187200,,,,2,4,,,,157,37,1,,,,,,,7,,,,,,,,,,1,,,,1,,3,,3,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,2,,4,225
533779200,,,,,8,,,,133,35,,,,,,,,5,,,,,2,,,,,,,,,2,,1,,,,,,,,,,,,5,,1,,1,,,,,,,,,,,,1,,1,,,1,,1,,1,198
536457600,,,1,,16,,,,120,30,1,,,,,,,5,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,178
539136000,,,,2,62,,,,124,21,1,,,,,,,,1,2,,,,,,,,2,,,,2,,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,,1,,2,228
541555200,,,,1,23,,,,135,29,,,,,,,,2,1,,,,,,,,,2,,,,1,,1,,9,,,,,,,,,,2,,1,,,,,,,,,,,1,,,,,5,,,,,1,,,214
544233600,,,,2,16,,,,113,41,1,,,1,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,7,,,,,,,,,,,,,,,,,,4,,,,,4,,,192
546825600,,,1,1,22,,,,118,34,1,,,,,,,1,,,,,1,,,,,1,,,,1,,4,,4,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,191
549504000,,,,,18,,,,118,27,1,,,,,,,,3,,,,1,,,,,3,,,,5,,1,,1,,,,,,,,,,3,,1,,1,,,,,,,,,,,,,,2,,,,1,2,,2,190
552096000,,,1,1,16,,,,110,34,1,,,1,,,,3,1,,,,1,,,,,,,,,,,32,,6,,,,,1,,,,,1,5,,,,,,,,,,,1,2,,,,,1,,,,,1,,1,220
554774400,,,1,3,15,,,,176,64,1,,,,,,,3,2,,,,,,,,,,,,,,,12,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,283
557452800,,1,,,11,,,,105,45,1,,,2,,,,2,1,,,,,,,,,2,,,,1,,3,,2,,,,,1,,,,,1,,,,2,,,,,,,,,2,,,,,10,,,,,4,,,196
560044800,,,,1,24,,,,161,36,,,,,,,,2,1,,,,1,,,,,1,,,,,,1,,3,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,7,,,,,2,,,242
562723200,,,,,17,,,,630,31,,,,,,,,2,1,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,1,,,688
565315200,,,,,102,,,,192,35,,,,,,,,,,,,,,,,,,,,,,1,,1,,2,,,,,,,,,,1,,3,,,,,,,,,1,,,,,,,2,,,,,4,,,344
567993600,,,1,,162,,,,116,33,,,,1,,,,12,1,,,,,,,,,1,1,,,,,3,,1,,,,,,,,,,,,,,,,,1,,,,1,,2,,,,,1,,,,,4,,1,342
570672000,,,,,61,,,,95,33,,,,1,,,,3,,,,,,,,,,2,,,,1,,2,,2,,1,,,,,,,,2,,,,4,,,,,,,1,,1,,1,,,,,,,,4,,,214
573177600,,,,,32,,,,97,28,2,,,,,,,,2,,,,,,,,,1,,,,1,,1,,5,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,7,,1,180
575856000,,,,,26,,,,104,27,,,,,,,,,,,,1,,,,,,1,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,6,1,,170
578448000,,1,1,,13,,,,127,33,2,,,,,,,3,,,,,,,,,,,,,,1,,1,,3,,,,,,,,,,4,1,,,1,,,,,,,,,,,,,,2,,,,,6,,1,200
581126400,,,,,31,,,,107,44,1,,,,,,,2,,,,1,,,,,,2,,,,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,1,,,195
583718400,,1,1,,15,,,,133,28,,,,,,,,5,,,,,,,,,,,,,,,,1,,5,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,2,,,,,9,,,204
586396800,,2,,,28,,,,115,27,1,,,,,,,1,,,,,,,,,,,,,,1,,1,,8,,,,,1,,,,,4,,,,3,,,,,,,,,,,,,,12,,,1,,5,,1,211
589075200,,4,,,25,,,,92,34,,,,,,,,2,,,,1,2,,,,,1,,,,1,,,,8,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,5,,,178
591667200,,,,,20,,,,133,26,,,,,,,,2,1,,,,,,,,,2,,,,,,1,,12,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,4,,2,206
594345600,,,,,15,,,,115,28,2,,,1,,,,,,,,,,,,1,,1,,,,1,,,,2,,1,,,,,,,,1,,,,2,,,6,,,,,,,,,,,9,,,,,2,,3,190
596937600,,1,1,,13,,,,112,28,,,,,,,,2,1,,,,,,1,1,,,,,,,,,,6,,,,1,,,,,,1,,,,,1,,,,,,,,1,,,,,5,,,,,4,,1,180
599616000,,,,,10,,,,181,30,1,,,,,,,1,1,,,1,,,,,,1,,,,,,1,,6,,,,1,,,,,,1,,,,,,,2,,,,2,,,,,,,1,,,,,9,,,249
602294400,1,1,,3,12,,,,139,37,,,,,,,,1,,,,,,,,,,,,,,,,1,1,5,,,,,,,,,,4,,,,1,,,,,,4,,,,,,,,5,,,,,8,,,223
604713600,,3,,,12,,,,159,31,1,,,1,,,,1,,,,,,,,,,1,,,,2,,2,,2,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,3,,,,,9,,1,231
607392000,,2,,,16,,,,88,23,,,,,,,,1,,,,,,,,,,,,,,2,,1,,5,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,7,1,,150
609984000,,,,,15,,,,90,24,,,,1,,,,3,,,,,,,,,,2,,,,,,1,,1,,,,,,,,,,3,,,,,,,,,,,,,1,,,,,1,,,,,5,,2,149
612662400,,,,,10,,,,82,37,,,,,,,,1,1,,,2,,,,,,4,,,,,,2,,1,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,3,,,,,3,,4,153
615254400,1,2,,,15,,,,77,23,3,,,1,,,,1,,,,2,1,,,,,1,,,,1,,1,,1,,,,,,,,,,,,2,,1,,,,,,,,,1,,,,,7,,,,,3,,,144
617932800,2,,,,33,,,,78,40,2,,,,,,,1,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,1,,,,2,,,,,,,,,,,,,,6,,,,,5,,,174
620611200,,1,,,15,,,,82,35,,,,,,,,2,,,,,,,,,,,,,,1,,7,,1,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,3,,,150
623203200,,,1,,18,,,,96,363,1,,,,,,,3,,,,,,,,,,1,,,,1,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,490
625881600,,,,,19,,,,107,57,1,,,3,,,,1,,,,,,,,,,2,,,,1,,,,,,,,1,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,2,,1,198
628473600,,,2,,18,,,,90,39,,,,,,,,2,,,,,1,,,,,,,,,1,,1,,2,,,,,,,,,,4,,,,1,,,,,,,,,2,,,,,1,,,,,2,,,166
631152000,,,,,9,,,,98,40,,,,,,,,4,,3,,,,,,,,2,,,,,,1,,2,1,,,2,,,,,,2,,,,1,,,,,,,,1,2,,,,,1,,,,,4,,,173
633830400,,,,,10,,,,86,30,,,,,,,,5,,,,,,,,,,,,,,,,3,,2,,,,2,,,,,,4,,1,,,,,,,,,1,,,,,,,2,,,,,4,,,150
636249600,1,,2,,13,,,,140,29,1,,,,,,,1,2,1,,,2,,,,,,,,,1,,1,,4,,,,,,,,,,2,,,,1,,,,,,,,1,,,,,,1,,,,,11,,1,215
638928000,,,,,6,,,,99,104,1,,,,,,,1,1,1,,,,,,,,,,,,,,2,,1,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,2,,,,,28,,1,250
641520000,,,,,8,,,,67,60,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,,,,,,,,,,,1,,,,,,,8,,,,,7,,1,156
644198400,1,,,,7,,,,66,36,,,,,,,,2,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,4,1,,,2,,,,,,,,,,,,,,9,,,,,5,,,137
646790400,,,1,,13,,,,37,28,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,5,,,,,,3,,,,,,,,,,,,,,,,1,,2,,,,,6,,,99
649468800,,,1,,4,,,,65,30,5,,,,,,,2,1,,,,1,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,3,,,,,,,,,2,,,,,,,,,,2,,,119
652147200,,,1,,11,,,,92,26,,,,1,,,,2,1,,,,1,,,,,1,,,,3,,2,1,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,2,,,,,11,,1,159
654739200,,,,,15,,,,72,20,2,,,1,,,,5,1,,,,,,,,,,,,,,,2,,2,1,,1,,,,,,,4,,,,1,,,,,,,,1,,,,,,1,,,,,7,,2,138
657417600,,,1,,13,,,,75,22,1,,,,,,,1,,,,,2,,,,,1,,,,2,,1,,1,,,,4,,,,,,4,,1,,,,,,,,,1,,,,,,,4,,,,,6,,1,141
660009600,,,,,24,,,,66,14,3,,,1,,,,1,,2,,,,,,,,,,,,1,,10,,5,,,,1,,,,,,2,,,,,,1,,,,,,,,,,,,2,,,,,8,,,141
662688000,,,,,14,,,,48,15,1,,,,,,,1,1,,,,1,,,,,,,,,,,2,,10,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,4,,,,1,4,,,106
665366400,,,1,,3,,2,,72,25,1,,,,,,,2,,,,,,,,,,14,,,1,,,3,,5,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,11,,,145
667785600,,,,,21,,,,65,89,1,,,,,,,,,,,,,,,,,,,,,2,,1,,3,,,,2,,,,,,2,,,,,,,2,,,,,,1,,,,,4,,,1,,8,,,202
670464000,,1,,,16,,,,54,16,2,,,,,,,1,1,,,,,,,,,,,,,,,2,,1,,,,,1,,,,,7,,,,1,,1,,,,,,,,,,,,2,,,,,8,1,2,117
673056000,,,,,8,,,,46,22,2,,,1,,,,7,,,,1,,,,,,,,,,1,,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,2,,,96
675734400,,,,,16,,,,62,30,1,,,,,,,1,,,,,1,,,,,,,,,1,,1,,1,,,,2,1,,,,,4,,,,1,,,,,,,,,,,,,,3,,,,,7,1,,133
678326400,,,,,12,,,,48,41,2,,,,,,,1,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,1,,,1,2,,,,,,,,,1,1,,,,,,,,,7,,,120
681004800,,,1,,8,,,,88,60,,,,,,,,2,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,15,,,,2,,1,,,,,,,,,,,,2,,,,,3,,2,187
683683200,,,,,19,,,,54,23,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,7,,,,2,,,,,,,,,1,,,,,,,,,,7,,1,117
686275200,,,,,10,,,,85,37,2,,,,,,,2,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,1,,,,4,,,,,,,,,1,,,,,,,,,,2,,,147
688953600,,1,1,,22,,,,63,32,,,,1,,,,1,1,,,,,,,,,1,,,,,,1,,5,,,,,,,,,,5,,,,1,,,,,,,,1,,,,,,1,,,,,6,,,143
691545600,,,1,,42,,,,65,20,1,,,,,,,7,,,,,,,,,,1,,,,,,2,,1,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,1,,2,147
694224000,,1,,,22,,,,28,56,1,,,,,,,9,,,,,,,,,,,,,,1,,,,2,,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,15,,,141
696902400,,1,,,20,1,,,25,95,,,,,,,,10,,,,,,,,,,2,,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,2,171
699408000,,7,,,12,,,,20,68,6,,,,,,,4,,,,,,,,,,1,,,,,,2,,7,,1,,,1,,,,,1,1,,,2,,,,,,,,,,,,,,2,,,,,10,,,145
702086400,,2,,,15,,,,544,559,,,,1,,,,5,,,,1,,,,,,,,,,1,,1,,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,7,,,1143
704678400,,1,,,18,,,,140,249,3,1,,2,,,,19,,,,,1,,,,,2,,,,,,1,,1,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,6,,,447
707356800,,,,,11,,,,591,688,1,,,,,,,1,,,,,,,,,,,,,,,,,,7,,,,,,,,,,8,,1,,2,,,,,,,,,,,,,,8,,,,,2,,,1320
709948800,,3,,,18,,,,81,2381,,,,,,,,1,,,,1,,,,,,2,,,,,,1,,43,,,,,,,,,,5,,,3,1,,,,,,,,,,,,,,2,,,,,1,,1,2544
712627200,,1,,,7,,,,31,530,,,,,,,,2,,,,,,,,,,1,,,,1,,1,,10,,,,1,,,,,,,,1,,2,,,,,,,1,,,2,,,,,,,,,2,,1,594
715305600,,,,,2,,,,36,306,,,,,,,,1,,,,,,,,,,,,,,,,,,7,,,,,,,,,,4,,,,1,,,,,,,,,,,,,,2,,,,1,4,,1,365
717897600,,,1,,11,,,,38,228,,,,,,,,2,1,,,,,,,,,2,,,,,,,,12,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,1,301
720576000,,,,,3,,,,28,221,2,,,,,,,17,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,2,,,,,4,,1,284
723168000,,1,,,7,,,,32,250,,,,,,,,2,,,,,,,,,,2,,,,2,,1,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,1,,2,306
725846400,,,2,,7,,,,31,107,1,,,,,,,,1,,,,,,,,,,,,,1,,2,,4,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,3,,,,,2,,1,165
728524800,,1,,,6,,,,26,59,,,,,,,,5,,,,,,,,,,2,,,,1,,5,1,4,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,2,116
730944000,,,1,,7,,,,31,68,,,,,,,,7,,,,,,,,,,5,,,,2,,4,1,6,,,,1,,,,,,,,1,,9,,,,,,,,,,,,,,2,,,,,2,,2,149
733622400,,5,,,20,,,,22,75,,,,1,,,,1,,,,,2,,,,,1,,,,1,,2,,2,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,2,137
736214400,,4,1,,3,,,,44,178,1,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,2,,,,,,1,,,,,,,,1,,,,2,,,,,,,,244
738892800,,1,,,6,,,,21,77,2,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,1,,,,,,,,,,2,,,,1,,,,,,1,,,,2,,,,,5,,3,127
741484800,1,,,,4,,,,41,71,2,,,3,,,,3,,,,,1,,,,,4,,,,,,2,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,1,138
744163200,,2,1,,6,,,,45,76,1,,,,,,,1,,,,,,,,,,1,,,,1,,,,9,,,,,,,,,,1,,,,2,,,,,,,1,,,,,,,,,,,,5,,4,156
746841600,,,,,47,,,,28,81,1,,,,,,,1,,,,,,,,,,1,,,,1,,,,5,,,,,,,,,,,,,,102,,,,,,,,1,,,,1,,1,,,,,1,,1,272
749433600,,,,,61,,,,44,89,,,,,,,,2,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,1,,,10,,,,,,,,,,,,,,2,,,,,1,,2,218
752112000,,,,,8,,,,40,92,1,,,,,,,3,,,,,,,,,,,,,,,,1,,6,,,,1,,,,,,,,,,10,,,,,,,,,,,,,,1,,,,,3,,2,168
754704000,,,,,47,,,,28,96,1,,,,,,,,,,,,,,,,,1,,,,,,1,,4,,,,1,,,,,,,,,,42,,,2,,,,,,,,,,,,,,,,,,2,225
757382400,,,,,8,,,,23,937,1,,,1,,,,1,,,,,,,,,,1,,,,,,,1,2,,,,1,,,,,,1,,,,21,,4,,,,,,,,,,,,1,,,,,2,,,1005
760060800,,,,,13,,,,22,131,1,,,1,,,,136,1,,,,,,,,,2,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,6,,48,366
762480000,,,,,16,,,,20,107,,,,1,,,,23,1,,,,1,,,,,2,,,,,,1,,2,,,,,1,,,,,,,,,3,,,1,,,,,1,,,,,,,,,,,7,,5,192
765158400,1,1,1,,6,,,,20,75,1,,,,,,,21,1,,,,,,,,,2,,,,,,1,,2,,,,,,,,,,,1,1,1,5,,,,,,,,,,,,,,,,,,,5,,12,157
767750400,1,,,,2,,,,19,69,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,3,,1,,,,,,,,,,,,2,,,,,5,,3,110
770428800,,,1,,3,,,,20,69,,,,,,,,13,,,,,,,,,,3,,,,,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,10,,6,134
773020800,,,,,7,,,,22,71,1,,,,,,,5,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,9,,3,123
775699200,,,1,,7,,,,21,73,,,,1,,,,4,,,,,,,,,,2,,,,,,1,,2,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,1,,,,,11,,2,129
778377600,,1,,,4,,,,55,341,,,,3,,,,1,,,,,1,,,5,,4,1,,,,1,,,57,,,,,1,,,,,,,,,3,,,1,,,,,,,,,,,8,,,,,2,,2,491
780969600,,1,,,10,,,,32,137,,,,,,,,2,,,,,,,,,,1,,,,1,,,,4,2,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,4,,,197
783648000,,3,,,3,,,,32,83,,,,2,,,,3,,,,,1,,,2,,1,,,,,,2,,5,,,,,,,,,,,,,,5,,,,,,,,,3,,,,,7,,,,,5,,,157
786240000,,,,,5,,,,44,85,,,,1,,,,2,,,,,,,,,,3,,,,,,2,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,146
788918400,,,,,8,,,,35,76,,,,2,,,,3,,,,,1,,,,,2,,,,,,3,,2,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,6,1,2,144
791596800,,,,,5,,,,34,66,2,,,,,,,2,,,,,,,,2,,1,,,,1,,,,1,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,1,,,,,3,,2,123
794016000,,1,,,5,,,,30,70,,,,5,,,,6,,,,,2,,,,,4,,,,,,2,,2,,,,1,1,,,,,,,1,,1,,1,,,,,,,1,,,,,1,,,,,8,,,142
796694400,,1,,,4,,,,37,60,,,,2,,,,5,,,,,,,,,,2,,,,1,,,,4,,,,,,,,,,,,1,,1,,,1,,,,1,,,12,,,,1,,,,,8,,,141
799286400,1,,,,4,,,,21,65,2,,,,,,,1,,,,,,,,,,2,,,,,,11,,2,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,18,,,130
801964800,,,,,1,,,,21,82,1,,,,,,,1,,,,,,,,,,1,,,,2,,2,,5,,1,,,,,,,,,,1,,1,,,,,,,,,1,1,,1,,,1,,,,21,,,144
804556800,1,,1,,4,,,1,31,58,1,,,,,,,2,,,,,,,,,,2,,,,2,,,,5,,,,1,,,,,,,,,,,,,,,,,,1,2,2,,,,2,,,,,15,,,131
807235200,,,,,7,,,,44,110,1,,,,,,,3,,,,,,,,,,3,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,3,191
809913600,,,,,11,,,,41,145,2,,,,,,,3,1,,,,,,,,,,,,,,,7,,3,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,26,,,243
812505600,,,1,,2,,,,21,72,1,,,,,,,,,,,,1,,,,,1,,,,,,2,,2,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,17,,1,124
815184000,,,,,4,,,,29,56,1,,,,,,,,,,,,,,,,,,,,,1,,,,6,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,8,,1,109
817776000,,,,,,,,,45,138,,,,2,,,,1,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,3,,,,,3,,2,202
820454400,,,,,4,,,,28,151,,,,,,,,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,6,,1,197
823132800,,,,,3,,,,20,66,1,,,,,,,1,,,,,,,,,,,,,,1,,2,1,2,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,3,,,103
825638400,,,,,14,,,,21,100,1,,,,,,,2,,,,,,,,,,2,,,1,,,2,,3,1,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,10,,,161
828316800,,1,2,,4,,,,32,80,,,,,,,,2,,,,,1,,,,,,,,,,,,,5,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,11,,1,142
830908800,,,,,4,,,,19,64,,,,,,,,3,,,,,,,,,,1,,,,,,2,,3,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,38,,,136
833587200,,,,,10,,,,16,62,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,25,1,2,123
836179200,,,1,,7,,,,28,42,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,17,,4,109
838857600,,,,,8,,,,22,49,2,,,2,,,,1,,,,,,,,,,,,,1,,,,,4,,1,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,19,,,112
841536000,,,,,4,,,,25,57,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,27,,,118
844128000,,,1,,10,,,,21,54,,,,,,,,,,,,,,,,,,,,,,1,,2,,5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,11,,5,111
846806400,,,1,,9,,,,24,91,,,,1,,,,4,,,,,,,,,,,,,,2,,1,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,15,,,153
849398400,,,,,16,,,1,44,88,,,,,,,,,,1,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,3,,1,162
852076800,,,1,,15,,,,39,66,1,,,3,,,,3,,,,,,,,,,1,,,,,,4,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,7,,,143
